title,studio,domestic_gross,foreign_gross,year,matched_title,similarity
Hansel and Gretel: Witch Hunters 2013,Par.,55700000.0,170600000,2013,Hansel & Gretel: Witch Hunters 2013,94
Captain Phillips 2013,Sony,107100000.0,111700000,2013,Captain Phillips 2013,100
White House Down 2013,Sony,73100000.0,132300000,2013,White House Down 2013,100
Percy Jackson: Sea of Monsters 2013,Fox,68600000.0,131300000,2013,Percy Jackson: Sea of Monsters 2013,100
Lost in Thailand 2013,WAMCR,57400.0,197700000,2013,Lost in Thailand 2012,95
Jack the Giant Slayer 2013,WB (NL),65200000.0,132500000,2013,Jack the Giant Slayer 2013,100
The Secret Life of Walter Mitty 2013,Fox,58200000.0,129900000,2013,The Secret Life of Walter Mitty 2013,100
12 Years a Slave 2013,FoxS,56700000.0,131100000,2013,12 Years a Slave 2013,100
Lee Daniels' The Butler 2013,Wein.,116600000.0,60000000,2013,Lee Daniels' The Butler 2013,100
Identity Thief 2013,Uni.,134500000.0,39500000,2013,Identity Thief 2013,100
Anchorman 2: The Legend Continues 2013,Par.,125200000.0,46300000,2013,Anchorman 2: The Legend Continues 2013,100
Olympus Has Fallen 2013,FD,98900000.0,71300000,2013,Olympus Has Fallen 2013,100
Insidious Chapter 2 2013,FD,83600000.0,78300000,2013,Insidious: Chapter 2 2013,98
Lone Survivor 2013,Uni.,125100000.0,29700000,2013,Lone Survivor 2013,100
Jackass Presents: Bad Grandpa 2013,Par.,102000000.0,49800000,2013,Jackie Chan Presents: Amnesia 2015,68
47 Ronin 2013,Uni.,38400000.0,113400000,2013,47 Ronin 2013,100
Red 2 2013,LG/S,53300000.0,94800000,2013,RED 2 2013,100
Mama 2013,Uni.,71600000.0,74800000,2013,Mama 2013,100
Escape Plan 2013,LG/S,25100000.0,112200000,2013,Escape Plan 2013,100
Last Vegas 2013,CBS,63900000.0,70500000,2013,Last Vegas 2013,100
2 Guns 2013,Uni.,75600000.0,56300000,2013,2 Guns 2013,100
Walking with Dinosaurs 2013,Fox,36100000.0,90500000,2013,Walking with Dinosaurs 3D 2013,95
This is the End 2013,Sony,101500000.0,24600000,2013,This Is the End 2013,100
Ender's Game 2013,LG/S,61700000.0,63800000,2013,Ender's Game 2013,100
Prisoners 2013,WB,61000000.0,61100000,2013,Prisoners 2013,100
Saving Mr. Banks 2013,BV,83300000.0,34600000,2013,Saving Mr. Banks 2013,100
Warm Bodies 2013,LG/S,66400000.0,50600000,2013,Warm Bodies 2013,100
Jurassic Park 3D 2013,Uni.,45400000.0,71100000,2013,Jurassic Bark 2018,82
Personal Tailor 2013,CL,376000.0,115800000,2013,Personal Tailor 2013,100
Free Birds 2013,Rela.,55800000.0,54600000,2013,Free Birds 2013,100
Gangster Squad 2013,WB,46000000.0,59200000,2013,Gangster Squad 2013,100
Philomena 2013,Wein.,37700000.0,62400000,2013,Philomena 2013,100
Instructions Not Included 2013,LGF,44500000.0,54600000,2013,Instructions Not Included 2013,100
Riddick 2013,Uni.,42000000.0,56300000,2013,Riddick 2013,100
Safe Haven 2013,Rela.,71300000.0,26200000,2013,Safe Haven 2013,100
Evil Dead (2013) 2013,TriS,54200000.0,43300000,2013,Evil Dead 2013,80
Blue Jasmine 2013,SPC,33400000.0,64099999,2013,Blue Jasmine 2013,100
The Mortal Instruments: City of Bones 2013,SGem,31200000.0,64200000,2013,The Mortal Instruments: City of Bones 2013,100
The Internship 2013,Fox,44700000.0,48800000,2013,The Internship 2013,100
Rush (2013) 2013,Uni.,26900000.0,63300000,2013,Hush... 2013,79
The Purge 2013,Uni.,64500000.0,24900000,2013,The Purge 2013,100
Dhoom 3 2013,Yash,8000000.0,80000000,2013,Dhoom 3 2013,100
About Time 2013,Uni.,15300000.0,71800000,2013,About Time 2013,100
Pain and Gain 2013,Par.,49900000.0,36300000,2013,Pain & Gain 2013,88
Carrie (2013) 2013,SGem,35300000.0,49500000,2013,Reprieve 2013 2013,78
The Family (2013) 2013,Rela.,36900000.0,41500000,2013,The Family 2011,81
Scary Movie 5 2013,W/Dim.,32000000.0,46400000,2013,Scary Movie 5 2013,100
R.I.P.D. 2013,Uni.,33600000.0,44700000,2013,R.I.P.D. 2013,100
Tiny Times 2013,CL,23500.0,77700000,2013,Tiny Times 2013,100
The Book Thief 2013,Fox,21500000.0,55100000,2013,The Book Thief 2013,100
Escape From Planet Earth 2013,Wein.,57000000.0,17600000,2013,Escape from Planet Earth 2013,100
August: Osage County 2013,Wein.,37700000.0,36500000,2013,August: Osage County 2013,100
The Best Man Holiday 2013,Uni.,70500000.0,2300000,2013,The Best Man Holiday 2013,100
Young Detective Dee: Rise of the Sea Dragon 2013,WAMCR,87800.0,72200000,2013,Young Detective Dee: Rise of the Sea Dragon 2013,100
The Counselor 2013,Fox,17000000.0,54000000,2013,The Counselor 2013,100
The Call 2013,TriS,51900000.0,16700000,2013,The Call 2013,100
One Direction: This is Us 2013,TriS,28900000.0,39700000,2013,One Direction: This Is Us 2013,100
The Grandmaster 2013,Wein.,6600000.0,57500000,2013,The Grandmaster 2013,100
Side Effects (2013) 2013,ORF,32200000.0,31200000,2013,Side Effects 2013,83
The Host (2013) 2013,ORF,26600000.0,36700000,2013,The Host 2 2019,80
Runner Runner 2013,Fox,19300000.0,43400000,2013,Runner Runner 2013,100
From Up on Poppy Hill 2013,GK,1000000.0,60000000,2013,From Up on Poppy Hill 2011,96
Kick-Ass 2 2013,Uni.,28800000.0,32000000,2013,Kick-Ass 2 2013,100
A Haunted House 2013,ORF,40000000.0,20100000,2013,A Haunted House 2013,100
Beautiful Creatures (2013) 2013,WB,19500000.0,40600000,2013,Beautiful Creatures 2013,87
Quartet 2013,Wein.,18400000.0,41100000,2013,Quartet 2012,92
Dallas Buyers Club 2013,Focus,27300000.0,27900000,2013,Dallas Buyers Club 2013,100
The Face Reader 2013,PM&E,516000.0,54100000,2013,The Face Reader 2013,100
Tyler Perry's A Madea Christmas 2013,LGF,52500000.0,853000,2013,A Madea Christmas 2013,76
Tyler Perry's Temptation: Confessions of a Marriage Counselor 2013,LGF,52000000.0,1200000,2013,Temptation: Confessions of a Marriage Counselor 2013,88
Delivery Man 2013,BV,30700000.0,19300000,2013,Delivery Man 2013,100
The Berlin File 2013,CJ,665000.0,48300000,2013,The Berlin File 2013,100
The Last Stand 2013,LGF,12100000.0,36300000,2013,The Last Stand 2013,100
21 and Over 2013,Rela.,25700000.0,22400000,2013,21 & Over 2013,87
Her (2013) 2013,WB,25600000.0,21800000,2013,Reprieve 2013 2013,73
Tiny Times 2 2013,CL,43800.0,47200000,2013,Tiny Times 2013,94
Texas Chainsaw 3D 2013,LGF,34300000.0,12900000,2013,Texas Chainsaw 3D 2013,100
The Big Wedding 2013,LGF,21800000.0,24700000,2013,The Big Wedding 2013,100
Parker 2013,FD,17600000.0,28600000,2013,Parker 2013,100
The World's End 2013,Focus,26000000.0,20100000,2013,The World's End 2013,100
Grudge Match 2013,WB,29800000.0,15100000,2013,Grudge Match 2013,100
Homefront 2013,ORF,20200000.0,22900000,2013,Homefront 2013,100
Snitch 2013,LG/S,42900000.0,,2013,Snitch 2013,100
Jobs 2013,ORF,16100000.0,19800000,2013,Jobs 2013,100
The Place Beyond the Pines 2013,Focus,21400000.0,14100000,2013,The Place Beyond the Pines 2012,97
Inside Llewyn Davis 2013,CBS,13200000.0,19700000,2013,Inside Llewyn Davis 2013,100
Mud 2013,RAtt.,21600000.0,11000000,2013,Mud 2012,88
Movie 43 2013,Rela.,8800000.0,23600000,2013,Movie 43 2013,100
Kevin Hart: Let Me Explain 2013,LG/S,32200000.0,74000,2013,Kevin Hart: Let Me Explain 2013,100
Spring Breakers 2013,A24,14100000.0,17600000,2013,Spring Breakers 2012,95
New World (2013) 2013,WGUSA,458000.0,31200000,2013,New World 2011,80
Don Jon 2013,Rela.,24500000.0,6000000,2013,Don Jon 2013,100
I Give It a Year 2013,Magn.,34700.0,28200000,2013,I Give It a Year 2013,100
Nebraska 2013,Par.,17700000.0,10000000,2013,Nebraska 2013,100
The Incredible Burt Wonderstone 2013,WB (NL),22500000.0,4900000,2013,The Incredible Burt Wonderstone 2013,100
Mandela: Long Walk to Freedom 2013,Wein.,8300000.0,19000000,2013,Mandela: Long Walk to Freedom 2013,100
Khumba 2013,MNE,1000.0,27200000,2013,Khumba 2013,100
Dark Skies 2013,W/Dim.,17400000.0,9000000,2013,Dark Skies 2013,100
Enough Said 2013,FoxS,17600000.0,7700000,2013,Enough Said 2013,100
Trance 2013,FoxS,2300000.0,21900000,2013,Trance 2013,100
"The Way, Way Back 2013",FoxS,21500000.0,1700000,2013,The Way Way Back 2013,98
Kon-Tiki 2013,Wein.,1500000.0,21300000,2013,Kon-Tiki 2012,92
Baggage Claim 2013,FoxS,21600000.0,887000,2013,Baggage Claim 2013,100
Diana 2013,EOne,335000.0,21400000,2013,Diana 2013,100
The Great Beauty 2013,Jan.,2900000.0,18500000,2013,The Great Beauty 2013,100
22 Bullets 2013,Cdgm.,,21300000,2013,22 Bullets 2010,93
The Sapphires 2013,Wein.,2500000.0,18000000,2013,The Sapphires 2012,94
Broken City 2013,Fox,19700000.0,,2013,Broken City 2013,100
The Company You Keep 2013,SPC,5100000.0,14500000,2013,The Company You Keep 2012,96
The Bling Ring 2013,A24,5800000.0,13300000,2013,The Bling Ring 2013,100
You're Next 2013,LGF,18500000.0,,2013,You're Next 2011,94
Dead Man Down 2013,FD,10900000.0,7200000,2013,Dead Man Down 2013,100
Admission 2013,Focus,18000000.0,,2013,Admission 2013,100
Fruitvale Station 2013,Wein.,16100000.0,1300000,2013,Fruitvale Station 2013,100
Battle of the Year 2013,SGem,8900000.0,7700000,2013,Battle of the Year 2013,100
Out of the Furnace 2013,Rela.,11300000.0,4300000,2013,Out of the Furnace 2013,100
Billy and Buddy 2013,Distrib.,900.0,15200000,2013,Bill's Thud 2013,72
The Last Exorcism Part II 2013,CBS,15200000.0,,2013,The Last Exorcism Part II 2013,100
Machete Kills 2013,ORF,8000000.0,7000000,2013,Machete Kills 2013,100
Journey to the South Pacific 2013,Imax,7600000.0,6500000,2013,Journey to the South Pacific 2013,100
Paranoia 2013,Rela.,7400000.0,6400000,2013,Paranoia 2013,100
All Is Lost 2013,RAtt.,6300000.0,7400000,2013,All Is Lost 2013,100
Puella Magi Madoka Magica the Movie: Rebellion 2013,Elev.,376000.0,12600000,2013,Puella Magi Madoka Magica the Movie Part III: Rebellion 2013,92
Stoker 2013,FoxS,1700000.0,10400000,2013,Stoker 2013,100
In the House 2013,Cohen,390000.0,11500000,2013,In the House 2012,94
I'm So Excited 2013,SPC,1400000.0,10400000,2013,I'm So Excited! 2013,97
Haute Cuisine 2013,Wein.,218000.0,11200000,2013,Haute Cuisine 2012,94
Before Midnight 2013,SPC,8100000.0,3100000,2013,Before Midnight 2013,100
Only God Forgives 2013,RTWC,779000.0,9900000,2013,Only God Forgives 2013,100
The Past 2013,SPC,1300000.0,9300000,2013,The Past 2013,100
Love is All You Need 2013,SPC,1600000.0,8400000,2013,Love Is All You Need 2012,96
Bullet to the Head 2013,WB,9500000.0,,2013,Bullet to the Head 2012,96
Tyler Perry Presents Peeples 2013,LGF,9200000.0,130000,2013,All the Presidents Elephants 2011,64
Jerusalem 2013,NGE,8000000.0,1300000,2013,Jerusalem 2013,100
The Fifth Estate 2013,BV,3300000.0,5300000,2013,The Fifth Estate 2013,100
Upside Down 2013,MNE,105000.0,8000000,2013,Upside Down 2013,100
Metallica Through the Never 2013,PH,3400000.0,4600000,2013,Metallica Through the Never 2013,100
Pulling Strings 2013,LGF,5800000.0,2000000,2013,Pulling Strings 2013,100
Black Nativity 2013,FoxS,7000000.0,436000,2013,Black Nativity 2013,100
Blue Is the Warmest Color 2013,IFC,2200000.0,5200000,2013,Blue Is the Warmest Color 2013,100
Unfinished Song 2013,Wein.,1700000.0,5300000,2013,Unfinished Song 2012,95
The Angels' Share 2013,IFC,347000.0,6700000,2013,The Angels' Share 2012,95
The Spectacular Now 2013,A24,6900000.0,,2013,The Spectacular Now 2013,100
The Sweeney 2013,EOne,26700.0,6300000,2013,The Sweeney 2012,94
Believe 2013,ORF,6200000.0,,2013,Believe 2013,100
Matru Ki Bijlee Ka Mandola 2013,FIP,,6000000,2013,Matru ki Bijlee ka Mandola 2013,100
Closed Circuit 2013,Focus,5800000.0,,2013,Closed Circuit 2013,100
Populaire 2013,Wein.,179000.0,5300000,2013,Populaire 2012,93
Broken Circle Breakdown 2013,Trib.,175000.0,5300000,2013,The Broken Circle Breakdown 2012,90
Fists of Legend 2013,CJ,134000.0,5300000,2013,Fists of Legend 2013,100
Chennai Express 2013,UTV,5300000.0,,2013,Chennai Express 2013,100
20 Feet from Stardom 2013,RTWC,4900000.0,,2013,20 Feet from Stardom 2013,100
Oldboy (2013) 2013,FD,2200000.0,2700000,2013,Oldboy 2013,76
Commitment 2013,WGUSA,76500.0,4500000,2013,Commitment 2013,100
White Elephant 2013,Strand,8900.0,4400000,2013,White Elephant 2010,95
Much Ado About Nothing (2013) 2013,RAtt.,4300000.0,,2013,Much Ado About Nothing 2010,89
Frances Ha 2013,IFC,4099999.0,,2013,Frances Ha 2012,93
You Will Be My Son 2013,Cohen,285000.0,3600000,2013,You Will Be My Son 2011,96
Yeh Jawaani Hai Deewani 2013,Eros,3800000.0,,2013,Yeh Jawaani Hai Deewani 2013,100
Pieta 2013,Drft.,22100.0,3600000,2013,Pieta 2012,90
Mental 2013,Da.,17700.0,3600000,2013,Mental 2012,91
The To-Do List 2013,CBS,3500000.0,74600,2013,The To Do List 2013,100
Mr. Nobody 2013,Magn.,3600.0,3500000,2013,Nobody 2013,85
Emperor 2013,RAtt.,3300000.0,,2013,Emperor 2012,92
Stand Up Guys 2013,LGF,3300000.0,,2013,Stand Up Guys 2012,94
In a World 2013,RAtt.,3000000.0,,2013,In a World... 2013,91
Ram-Leela 2013,Eros,2700000.0,,2013,Ramleela 2013,96
Capital 2013,Cohen,102000.0,2400000,2013,Capital 2010,92
The East 2013,FoxS,2300000.0,99700,2013,The East 2013,100
I'm In Love With a Church Girl 2013,HTR,2400000.0,,2013,I'm in Love with a Church Girl 2013,100
No (2013) 2013,SPC,2300000.0,,2013,01.06.2013 2013,76
Renoir 2013,Gold.,2300000.0,,2013,Renoir 2012,91
The Christmas Candle 2013,ELS,2300000.0,,2013,The Christmas Candle 2013,100
Reality (2013) 2013,Osci.,72600.0,2200000,2013,Reality 2020,77
Krrish 3 2013,Eros,2200000.0,,2013,Krrish 3 2013,100
Austenland 2013,SPC,2200000.0,,2013,Austenland 2013,100
The Sorcerer and the White Snake 2013,Magn.,18800.0,2100000,2013,The Sorcerer and the White Snake 2011,97
The Snitch Cartel 2013,PI,,2100000,2013,The Snitch Cartel 2011,95
The Iceman (2013) 2013,MNE,2000000.0,,2013,The Iceman 2012,81
All the Boys Love Mandy Lane 2013,RTWC,,1900000,2013,A Tale of Love and Darkness 2015,71
Fill the Void 2013,SPC,1800000.0,,2013,Fill the Void 2012,94
Starbuck (U.S. only) 2013,E1,340000.0,1300000,2013,Suck It Up & Die! 2012,64
Bhaag Milkha Bhaag 2013,Relbig.,1600000.0,,2013,Bhaag Milkha Bhaag 2013,100
Therese 2013,MPI,102000.0,1500000,2013,The Reset 2016,85
Stories We Tell 2013,RAtt.,1600000.0,,2013,Stories We Tell 2012,95
Lovelace 2013,RTWC,357000.0,1200000,2013,Lovelace 2013,100
Race 2 2013,UTV,1600000.0,,2013,Race 2 2013,100
Disconnect 2013,LD,1400000.0,,2013,Disconnect 2010,93
Girl Most Likely 2013,RAtt.,1400000.0,,2013,Most Likely 2015,81
Wadjda (U.S. only) 2013,SPC,1300000.0,,2013,Daddy & Son's 2018,68
The Kings of Summer 2013,CBS,1300000.0,,2013,The Kings of Summer 2013,100
The Invisible Woman 2013,SPC,1200000.0,,2013,The Invisible Woman 2013,100
Violeta Went to Heaven 2013,KL,21500.0,1200000,2013,Violeta Went to Heaven 2011,96
Romeo and Juliet (2013) 2013,Rela.,1200000.0,,2013,Romeo and Juliet 2013,86
Still Mine 2013,Gold.,1200000.0,,2013,Still Mine 2012,93
The Wall (2013) 2013,MBox,38700.0,1100000,2013,The Wall 2010,79
Kai Po Che 2013,UTV,1100000.0,,2013,Kai po che! 2013,97
What Maisie Knew 2013,MNE,1100000.0,,2013,What Maisie Knew 2012,95
Thanks for Sharing 2013,RAtt.,1100000.0,,2013,Thanks for Sharing 2012,96
Ain't Them Bodies Saints 2013,IFC,397000.0,635000,2013,Ain't Them Bodies Saints 2013,100
Kill Your Darlings 2013,SPC,1000000.0,,2013,Kill Your Darlings 2013,100
Short Term 12 2013,Cdgm.,1000000.0,,2013,Short Term 12 2013,100
Ginger & Rosa 2013,A24,1000000.0,,2013,Ginger & Rosa 2012,94
Lore 2013,MBox,970000.0,,2013,Galore 2013,90
Raanjhana 2013,Eros,903000.0,,2013,Raanjhanaa 2013,97
6 Souls 2013,RTWC,,852000,2013,6 Souls 2010,92
Generation Iron 2013,TVC,850000.0,,2013,Generation Iron 2013,100
The Monk 2013,ATO,13500.0,794000,2013,The Monk 2011,92
Satyagraha 2013,UTV,739000.0,,2013,Satyagraha 2013,100
Hannah Arendt 2013,Zeit.,717000.0,,2013,Hannah Arendt 2012,94
Besharam 2013,Relbig.,680000.0,,2013,Besharam 2013,100
Salinger 2013,Wein.,584000.0,67000,2013,Salinger 2013,100
The Hunt 2013,Magn.,613000.0,,2013,The Hunted 2013,93
Walking the Camino: Six Ways to Santiago 2013,FEF,613000.0,,2013,Walking the Camino: Six Ways to Santiago 2013,100
To The Wonder 2013,Magn.,588000.0,,2013,To the Wonder 2012,94
Lootera 2013,Eros,582000.0,,2013,Lootera 2013,100
Museum Hours 2013,CGld,561000.0,,2013,Museum Hours 2012,94
The Reluctant Fundamentalist 2013,IFC,553000.0,,2013,The Reluctant Fundamentalist 2012,97
You Ain't Seen Nothin' Yet 2013,KL,18900.0,488000,2013,You Ain't Seen Nothin' Yet 2012,97
The Inevitable Defeat of Mister and Pete 2013,LGF,495000.0,,2013,The Inevitable Defeat of Mister & Pete 2013,95
Act of Killing 2013,Drft.,487000.0,,2013,The Act of Killing 2012,86
Sound City 2013,Vari.,423000.0,,2013,Sound City 2013,100
Shadow Dancer 2013,Magn.,101000.0,319000,2013,Shadow Dancer 2012,94
A Hijacking 2013,Magn.,414000.0,,2013,A Hijacking 2012,94
Grand Masti 2013,Eros,414000.0,,2013,Grand Masti 2013,100
Phata Poster Nikla Hero 2013,Eros,411000.0,,2013,Phata Poster Nikhla Hero 2013,98
The Armstrong Lie 2013,SPC,383000.0,,2013,The Armstrong Lie 2013,100
Tai Chi Hero 2013,WGUSA,35100.0,347000,2013,Tai Chi Hero 2012,94
At Any Price 2013,SPC,381000.0,,2013,At Any Price 2012,94
Shootout at Wadala 2013,Eros,370000.0,,2013,Shootout at Wadala 2013,100
Gori Tere Pyaar Mein 2013,Relbig.,342000.0,,2013,Gori Tere Pyaar Mein! 2013,98
Adore 2013,EXCL,319000.0,,2013,Adore 2013,100
A Bottle in the Gaza Sea 2013,FM,5900.0,306000,2013,A Bottle in the Gaza Sea 2010,97
Go Goa Gone 2013,Eros,298000.0,,2013,Go Goa Gone 2013,100
Blancanieves 2013,Cohen,280000.0,,2013,Blancanieves 2012,94
Himmatwala 2013,UTV,271000.0,,2013,Himmatwala 2013,100
Great Expectations (2013) 2013,MSF,259000.0,,2013,Great Expectations 2012,87
The Silence 2013,MBox,100000.0,132000,2013,The Silence 2017,94
Singh Saab The Great 2013,Eros,226000.0,,2013,Singh Saab the Great 2013,100
ABCD (Any Body Can Dance) 2013,UTV,222000.0,,2013,ABCD (Any Body Can Dance) 2013,100
Arthur Newman 2013,Cdgm.,208000.0,,2013,Arthur Newman 2012,94
Ghanchakkar 2013,UTV,203000.0,,2013,Ghanchakkar 2013,100
Midnight's Children 2013,P/108,190000.0,,2013,Midnight's Children 2012,96
R... Rajkumar 2013,Eros,167000.0,,2013,R... Rajkumar 2013,100
We Steal Secrets: The Story of Wikileaks 2013,FCW,166000.0,,2013,We Steal Secrets: The Story of WikiLeaks 2013,100
The Patience Stone 2013,SPC,149000.0,,2013,The Patience Stone 2012,96
Rangeelay 2013,Eros,148000.0,,2013,Rangeelay 2013,100
Drug War 2013,Vari.,128000.0,,2013,Drug War 2012,92
Beyond the Hills 2013,IFC,125000.0,,2013,Beyond the Hills 2012,95
Storm Surfers 3D 2013,XL,117000.0,,2013,Storm Surfers 3D 2012,95
Yossi 2013,Strand,117000.0,,2013,Yossi 2012,90
Spinning Plates 2013,TFA,112000.0,,2013,Spinning Plates 2012,95
Ek Thi Daayan 2013,Eros,112000.0,,2013,Ek Thi Daayan 2013,100
The English Teacher 2013,Cdgm.,105000.0,,2013,The English Teacher 2013,100
Man of Tai Chi 2013,RTWC,100000.0,,2013,Man of Tai Chi 2013,100
Passion 2013,EOne,92200.0,,2013,Passion 2013,100
Byzantium 2013,IFC,89200.0,,2013,Byzantium 2012,93
The Rooftop 2013,WGUSA,85800.0,,2013,The Rooftop 2013,100
We Are What We Are 2013,EOne,81400.0,,2013,We Are What We Are 2013,100
Stuck in Love 2013,MNE,81100.0,,2013,Stuck in Love. 2012,92
More Than Honey 2013,KL,79800.0,,2013,More Than Honey 2012,95
Caesar Must Die 2013,AF,76900.0,,2013,Caesar Must Die 2012,95
Leviathan (2013) 2013,CGld,76200.0,,2013,Leviathan 2012,80
No One Lives 2013,Anch.,74900.0,,2013,No One Lives 2012,94
War Witch 2013,Trib.,70500.0,,2013,War Witch 2012,93
The Pervert's Guide to Ideology 2013,Zeit.,68000.0,,2013,The Pervert's Guide to Ideology 2012,97
My Lucky Star 2013,CL,64400.0,,2013,My Lucky Star 2013,100
Becoming Traviata 2013,Distrib.,62700.0,,2013,Becoming Traviata 2012,95
Sightseers 2013,IFC,61800.0,,2013,Sightseers 2012,93
The Canyons 2013,IFC,56800.0,,2013,The Canyons 2013,100
Table No. 21 2013,Eros,46700.0,,2013,Table No. 21 2013,100
Wish You Were Here (2013) 2013,EOne,46300.0,,2013,Wish You Were Here 2012,87
A Glimpse Inside the Mind of Charles Swan III 2013,A24,45400.0,,2013,A Glimpse Inside the Mind of Charles Swan III 2012,98
The We and the I 2013,P/108,42200.0,,2013,The We and the I 2012,95
Killing Season 2013,MNE,39900.0,,2013,Killing Season 2013,100
Post Tenebras Lux 2013,Strand,39200.0,,2013,Tenebrae Lux 2014,77
Rising From Ashes 2013,FRun,38600.0,,2013,Rising from Ashes 2012,95
Berberian Sound Studio 2013,IFC,38500.0,,2013,Berberian Sound Studio 2012,96
Ip Man: The Final Fight 2013,WGUSA,37900.0,,2013,Ip Man: The Final Fight 2013,100
Redemption (2013) 2013,RAtt.,36900.0,,2013,Redemption 2011,81
Camille Claudel 1915 2013,KL,35300.0,,2013,Camille Claudel 1915 2013,100
Bastards 2013,IFC,24500.0,,2013,Bastards 2013,100
Paradise: Love 2013,Strand,24300.0,,2013,Paradise: Love 2012,95
Our Children 2013,Distrib.,23200.0,,2013,Our Children 2012,94
V/H/S/2 2013,Magn.,21800.0,,2013,V/H/S/2 2013,100
The Look of Love 2013,IFC,21300.0,,2013,The Look of Love 2013,100
The Painting (2013) 2013,GK,21000.0,,2013,The Painting 2011,83
Terraferma 2013,Cohen,20000.0,,2013,Terraferma 2011,93
Love and Honor (2013) 2013,IFC,19700.0,,2013,Love and Honor 2013,84
Nostalghia 2013,KL,18800.0,,2013,Nostalgia 2010,90
Casting By 2013,SD,18200.0,,2013,Casting By 2012,93
Violet & Daisy 2013,Cdgm.,17200.0,,2013,Violet & Daisy 2011,95
Jayne Mansfield's Car 2013,Anch.,14800.0,,2013,Jayne Mansfield's Car 2012,96
A Wedding Invitation 2013,CJ,14400.0,,2013,A Wedding Invitation 2013,100
Red Obsession 2013,A23,13200.0,,2013,Red Obsession 2013,100
